10.00035048	0.008163
10.27747965	0.00812851
10.81271172	0.00811531
11.3397851	0.00810517
11.8609848	0.00808419
12.52835798	0.00807066
13.23400545	0.00806263
13.93797398	0.00805296
14.4555583	0.00805666
15.00227308	0.00804813
15.71086502	0.00805122
16.47454166	0.00803539
17.23874855	0.00804098
17.93669319	0.00802413
18.64429283	0.00802571
19.1912241	0.00803217
19.57732296	0.0080287
20.10456753	0.00802867
20.81822491	0.00803333
21.51720333	0.00804584
22.01680565	0.0080424
22.36693764	0.00804863
22.69864941	0.00805161
23.05202007	0.0080541
23.4154892	0.00805806
23.76818752	0.00804902
24.2944479	0.00806489
24.82136059	0.00807627
25.16992664	0.00806078
25.53593254	0.00807031
25.89579105	0.00808074
26.2536726	0.00808426
26.63014507	0.00808644
27.14914799	0.00810674
27.6502142	0.00810697
27.99713516	0.00811198
28.36856747	0.00812478
28.75134468	0.00812172
29.10121632	0.00812607
29.64716721	0.00814964
30.19751263	0.00816254
30.50797939	0.00817033
30.86202431	0.00816593
31.41904163	0.00819185
31.93896961	0.00818645
32.28081894	0.00820599
32.79479027	0.00821062
33.29839706	0.00823053
33.87713623	0.00825825
34.64863968	0.0082713
35.18395424	0.00828069
35.51768112	0.00830206
35.84047699	0.00830791
36.23164749	0.00831989
36.63669205	0.00832991
36.99656105	0.00834285
37.34911537	0.00836343
37.69081688	0.00836602
38.03975677	0.008378
38.37822914	0.00838767
38.86946297	0.00841809
39.38853073	0.00842006
39.75260735	0.00842963
40.09807968	0.00845231
40.43901825	0.00847107
40.79980659	0.00849218
41.18274498	0.00849357
41.55033302	0.00851939
41.91503334	0.00853418
42.28009033	0.00855049
42.64394569	0.00855142
43.03785896	0.00858238
43.40141487	0.00859461
43.78087997	0.00861381
44.35461807	0.00864406
45.04981422	0.00867906
45.73446846	0.00872621
46.41405487	0.00875214
46.92578125	0.00877235
47.29460335	0.00879737
47.66947556	0.00882496
48.01563454	0.00882694
48.35743141	0.00886288
48.72533035	0.00887935
49.11505699	0.00889827
49.4880867	0.00892539
49.83234406	0.00895706
50.17428398	0.00897455
50.5478363	0.00900465
51.10799408	0.00904572
51.89976501	0.00909663
52.67582321	0.00914838
53.18896866	0.00916872
53.56004143	0.00921193
53.96501541	0.00923232
54.50322151	0.00929201
55.03209114	0.00932073
